Year	Month	DayofMonth	DayOfWeek	DepTime	CRSDepTime	ArrTime	CRSArrTime	UniqueCarrier	FlightNum	TailNum	ActualElapsedTime	CRSElapsedTime	AirTime	ArrDelay	DepDelay	Origin	Dest	Distance	TaxiIn	TaxiOut	Cancelled	Diverted	OrigAirport	OrigCity	OrigState	OrigLat	OrigLong	DestAirport	DestCity	DestState	DestLat	DestLong
2002	5	2	4	1854	1859	2132	2127	NW	409	N315NB	158	148	128	5	-5	MSP	DFW	852	7	23	0	0	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225	Dallas-Fort Worth International	Dallas-Fort Worth	TX	32.89595056	-97.0372
2002	5	3	5	1931	1859	2204	2127	NW	409	N353NW	153	148	124	37	32	MSP	DFW	852	4	25	0	0	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225	Dallas-Fort Worth International	Dallas-Fort Worth	TX	32.89595056	-97.0372
2002	5	5	7	1856	1859	2145	2127	NW	409	N312NB	169	148	127	18	-3	MSP	DFW	852	9	33	0	0	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225	Dallas-Fort Worth International	Dallas-Fort Worth	TX	32.89595056	-97.0372
2002	5	6	1	1856	1859	2139	2127	NW	409	N304NB	163	148	131	12	-3	MSP	DFW	852	15	17	0	0	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225	Dallas-Fort Worth International	Dallas-Fort Worth	TX	32.89595056	-97.0372
2002	5	7	2	1858	1859	2155	2127	NW	409	N323NB	177	148	149	28	-1	MSP	DFW	852	6	22	0	0	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225	Dallas-Fort Worth International	Dallas-Fort Worth	TX	32.89595056	-97.0372
2002	5	8	3	NULL	1859	NULL	2127	NW	409	N304NB	NULL	148	NULL	NULL	NULL	MSP	DFW	852	0	0	1	0	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225	Dallas-Fort Worth International	Dallas-Fort Worth	TX	32.89595056	-97.0372
2002	5	9	4	1913	1859	2159	2127	NW	409	N330NB	166	148	123	32	14	MSP	DFW	852	7	36	0	0	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225	Dallas-Fort Worth International	Dallas-Fort Worth	TX	32.89595056	-97.0372
2002	5	10	5	1905	1859	2137	2127	NW	409	N306NB	152	148	125	10	6	MSP	DFW	852	12	15	0	0	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225	Dallas-Fort Worth International	Dallas-Fort Worth	TX	32.89595056	-97.0372
2002	5	12	7	1853	1859	2211	2127	NW	409	N326NB	198	148	170	44	-6	MSP	DFW	852	9	19	0	0	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225	Dallas-Fort Worth International	Dallas-Fort Worth	TX	32.89595056	-97.0372
2002	5	13	1	1857	1859	2127	2127	NW	409	N332NB	150	148	112	0	-2	MSP	DFW	852	19	19	0	0	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225	Dallas-Fort Worth International	Dallas-Fort Worth	TX	32.89595056	-97.0372
2002	5	14	2	1855	1859	2137	2127	NW	409	N308NB	162	148	117	10	-4	MSP	DFW	852	24	21	0	0	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225	Dallas-Fort Worth International	Dallas-Fort Worth	TX	32.89595056	-97.0372
2002	5	15	3	1900	1859	2131	2127	NW	409	N313NB	151	148	120	4	1	MSP	DFW	852	13	18	0	0	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225	Dallas-Fort Worth International	Dallas-Fort Worth	TX	32.89595056	-97.0372
2002	5	16	4	1854	1859	2129	2127	NW	409	N328NB	155	148	121	2	-5	MSP	DFW	852	16	18	0	0	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225	Dallas-Fort Worth International	Dallas-Fort Worth	TX	32.89595056	-97.0372
2002	5	17	5	1926	1859	2155	2127	NW	409	N329NB	149	148	112	28	27	MSP	DFW	852	8	29	0	0	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225	Dallas-Fort Worth International	Dallas-Fort Worth	TX	32.89595056	-97.0372
2002	5	19	7	1850	1859	2111	2127	NW	409	N323NB	141	148	110	-16	-9	MSP	DFW	852	11	20	0	0	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225	Dallas-Fort Worth International	Dallas-Fort Worth	TX	32.89595056	-97.0372
2002	5	20	1	1854	1859	2125	2127	NW	409	N320NB	151	148	109	-2	-5	MSP	DFW	852	18	24	0	0	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225	Dallas-Fort Worth International	Dallas-Fort Worth	TX	32.89595056	-97.0372
2002	5	21	2	1854	1859	2124	2127	NW	409	N333NB	150	148	114	-3	-5	MSP	DFW	852	7	29	0	0	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225	Dallas-Fort Worth International	Dallas-Fort Worth	TX	32.89595056	-97.0372
2002	5	22	3	1855	1859	2126	2127	NW	409	N313NB	151	148	123	-1	-4	MSP	DFW	852	11	17	0	0	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225	Dallas-Fort Worth International	Dallas-Fort Worth	TX	32.89595056	-97.0372
2002	5	23	4	1902	1859	2132	2127	NW	409	N306NB	150	148	125	5	3	MSP	DFW	852	13	12	0	0	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225	Dallas-Fort Worth International	Dallas-Fort Worth	TX	32.89595056	-97.0372
2002	5	24	5	1858	1859	2128	2127	NW	409	N325NB	150	148	125	1	-1	MSP	DFW	852	6	19	0	0	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225	Dallas-Fort Worth International	Dallas-Fort Worth	TX	32.89595056	-97.0372
2002	5	26	7	1900	1859	2140	2127	NW	409	N339NB	160	148	125	13	1	MSP	DFW	852	4	31	0	0	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225	Dallas-Fort Worth International	Dallas-Fort Worth	TX	32.89595056	-97.0372
2002	5	27	1	1908	1859	2135	2127	NW	409	N330NB	147	148	120	8	9	MSP	DFW	852	12	15	0	0	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225	Dallas-Fort Worth International	Dallas-Fort Worth	TX	32.89595056	-97.0372
2002	5	28	2	1902	1859	2210	2127	NW	409	N336NB	188	148	122	43	3	MSP	DFW	852	43	23	0	0	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225	Dallas-Fort Worth International	Dallas-Fort Worth	TX	32.89595056	-97.0372
2002	5	29	3	1859	1859	2122	2127	NW	409	N303NB	143	148	114	-5	0	MSP	DFW	852	14	15	0	0	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225	Dallas-Fort Worth International	Dallas-Fort Worth	TX	32.89595056	-97.0372
2002	5	30	4	1900	1859	2130	2127	NW	409	N339NB	150	148	106	3	1	MSP	DFW	852	7	37	0	0	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225	Dallas-Fort Worth International	Dallas-Fort Worth	TX	32.89595056	-97.0372
2002	5	31	5	1857	1859	2113	2127	NW	409	N335NB	136	148	112	-14	-2	MSP	DFW	852	7	17	0	0	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225	Dallas-Fort Worth International	Dallas-Fort Worth	TX	32.89595056	-97.0372
2002	5	1	3	600	608	810	828	NW	410	N321NB	130	140	108	-18	-8	DFW	MSP	852	6	16	0	0	Dallas-Fort Worth International	Dallas-Fort Worth	TX	32.89595056	-97.0372	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225
2002	5	2	4	600	608	801	828	NW	410	N308NB	121	140	108	-27	-8	DFW	MSP	852	3	10	0	0	Dallas-Fort Worth International	Dallas-Fort Worth	TX	32.89595056	-97.0372	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225
2002	5	3	5	613	608	822	828	NW	410	N323NB	129	140	107	-6	5	DFW	MSP	852	6	16	0	0	Dallas-Fort Worth International	Dallas-Fort Worth	TX	32.89595056	-97.0372	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225
2002	5	4	6	616	608	817	828	NW	410	N353NW	121	140	104	-11	8	DFW	MSP	852	2	15	0	0	Dallas-Fort Worth International	Dallas-Fort Worth	TX	32.89595056	-97.0372	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225
2002	5	6	1	604	608	829	828	NW	410	N327NB	145	140	120	1	-4	DFW	MSP	852	6	19	0	0	Dallas-Fort Worth International	Dallas-Fort Worth	TX	32.89595056	-97.0372	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225
2002	5	7	2	603	608	810	828	NW	410	N304NB	127	140	110	-18	-5	DFW	MSP	852	3	14	0	0	Dallas-Fort Worth International	Dallas-Fort Worth	TX	32.89595056	-97.0372	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225
2002	5	8	3	553	608	812	828	NW	410	N340NB	139	140	108	-16	-15	DFW	MSP	852	6	25	0	0	Dallas-Fort Worth International	Dallas-Fort Worth	TX	32.89595056	-97.0372	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225
2002	5	9	4	NULL	608	NULL	828	NW	410	N304NB	NULL	140	NULL	NULL	NULL	DFW	MSP	852	0	0	1	0	Dallas-Fort Worth International	Dallas-Fort Worth	TX	32.89595056	-97.0372	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225
2002	5	10	5	601	608	805	828	NW	410	N330NB	124	140	108	-23	-7	DFW	MSP	852	5	11	0	0	Dallas-Fort Worth International	Dallas-Fort Worth	TX	32.89595056	-97.0372	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225
2002	5	11	6	558	608	844	828	NW	410	N306NB	166	140	145	16	-10	DFW	MSP	852	7	14	0	0	Dallas-Fort Worth International	Dallas-Fort Worth	TX	32.89595056	-97.0372	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225
2002	5	13	1	559	608	809	828	NW	410	N326NB	130	140	113	-19	-9	DFW	MSP	852	6	11	0	0	Dallas-Fort Worth International	Dallas-Fort Worth	TX	32.89595056	-97.0372	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225
2002	5	14	2	607	608	823	828	NW	410	N330NB	136	140	121	-5	-1	DFW	MSP	852	5	10	0	0	Dallas-Fort Worth International	Dallas-Fort Worth	TX	32.89595056	-97.0372	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225
2002	5	15	3	557	608	812	828	NW	410	N308NB	135	140	116	-16	-11	DFW	MSP	852	3	16	0	0	Dallas-Fort Worth International	Dallas-Fort Worth	TX	32.89595056	-97.0372	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225
2002	5	16	4	605	608	815	828	NW	410	N313NB	130	140	111	-13	-3	DFW	MSP	852	4	15	0	0	Dallas-Fort Worth International	Dallas-Fort Worth	TX	32.89595056	-97.0372	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225
2002	5	17	5	558	608	817	828	NW	410	N328NB	139	140	120	-11	-10	DFW	MSP	852	5	14	0	0	Dallas-Fort Worth International	Dallas-Fort Worth	TX	32.89595056	-97.0372	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225
2002	5	18	6	601	608	810	828	NW	410	N314NB	129	140	114	-18	-7	DFW	MSP	852	3	12	0	0	Dallas-Fort Worth International	Dallas-Fort Worth	TX	32.89595056	-97.0372	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225
2002	5	20	1	636	608	848	828	NW	410	N338NB	132	140	118	20	28	DFW	MSP	852	3	11	0	0	Dallas-Fort Worth International	Dallas-Fort Worth	TX	32.89595056	-97.0372	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225
2002	5	21	2	603	608	823	828	NW	410	N320NB	140	140	123	-5	-5	DFW	MSP	852	4	13	0	0	Dallas-Fort Worth International	Dallas-Fort Worth	TX	32.89595056	-97.0372	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225
2002	5	22	3	557	608	808	828	NW	410	N333NB	131	140	116	-20	-11	DFW	MSP	852	3	12	0	0	Dallas-Fort Worth International	Dallas-Fort Worth	TX	32.89595056	-97.0372	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225
2002	5	23	4	605	608	816	828	NW	410	N313NB	131	140	109	-12	-3	DFW	MSP	852	5	17	0	0	Dallas-Fort Worth International	Dallas-Fort Worth	TX	32.89595056	-97.0372	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225
2002	5	24	5	605	608	824	828	NW	410	N306NB	139	140	119	-4	-3	DFW	MSP	852	4	16	0	0	Dallas-Fort Worth International	Dallas-Fort Worth	TX	32.89595056	-97.0372	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225
2002	5	25	6	615	608	825	828	NW	410	N325NB	130	140	112	-3	7	DFW	MSP	852	4	14	0	0	Dallas-Fort Worth International	Dallas-Fort Worth	TX	32.89595056	-97.0372	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225
2002	5	28	2	607	608	810	828	NW	410	N304NB	123	140	109	-18	-1	DFW	MSP	852	3	11	0	0	Dallas-Fort Worth International	Dallas-Fort Worth	TX	32.89595056	-97.0372	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225
2002	5	29	3	603	608	818	828	NW	410	N336NB	135	140	114	-10	-5	DFW	MSP	852	5	16	0	0	Dallas-Fort Worth International	Dallas-Fort Worth	TX	32.89595056	-97.0372	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225
2002	5	30	4	601	608	822	828	NW	410	N303NB	141	140	126	-6	-7	DFW	MSP	852	3	12	0	0	Dallas-Fort Worth International	Dallas-Fort Worth	TX	32.89595056	-97.0372	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225
2002	5	31	5	559	608	818	828	NW	410	N339NB	139	140	118	-10	-9	DFW	MSP	852	2	19	0	0	Dallas-Fort Worth International	Dallas-Fort Worth	TX	32.89595056	-97.0372	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225
2002	5	1	3	921	927	1201	1156	NW	411	N8929E	160	149	135	5	-6	MSP	DFW	852	6	19	0	0	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225	Dallas-Fort Worth International	Dallas-Fort Worth	TX	32.89595056	-97.0372
2002	5	2	4	927	927	1211	1156	NW	411	N8929E	164	149	131	15	0	MSP	DFW	852	12	21	0	0	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225	Dallas-Fort Worth International	Dallas-Fort Worth	TX	32.89595056	-97.0372
2002	5	3	5	920	927	1216	1156	NW	411	N8925E	176	149	131	20	-7	MSP	DFW	852	7	38	0	0	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225	Dallas-Fort Worth International	Dallas-Fort Worth	TX	32.89595056	-97.0372
2002	5	5	7	925	927	1200	1156	NW	411	N614NW	155	149	127	4	-2	MSP	DFW	852	5	23	0	0	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225	Dallas-Fort Worth International	Dallas-Fort Worth	TX	32.89595056	-97.0372
2002	5	6	1	926	927	1211	1156	NW	411	N8944E	165	149	130	15	-1	MSP	DFW	852	11	24	0	0	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225	Dallas-Fort Worth International	Dallas-Fort Worth	TX	32.89595056	-97.0372
2002	5	7	2	922	927	1159	1156	NW	411	N8923E	157	149	135	3	-5	MSP	DFW	852	11	11	0	0	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225	Dallas-Fort Worth International	Dallas-Fort Worth	TX	32.89595056	-97.0372
2002	5	8	3	NULL	927	NULL	1156	NW	411	N8986E	NULL	149	NULL	NULL	NULL	MSP	DFW	852	0	0	1	0	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225	Dallas-Fort Worth International	Dallas-Fort Worth	TX	32.89595056	-97.0372
2002	5	9	4	922	927	1203	1156	NW	411	N8978E	161	149	134	7	-5	MSP	DFW	852	4	23	0	0	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225	Dallas-Fort Worth International	Dallas-Fort Worth	TX	32.89595056	-97.0372
2002	5	10	5	928	927	1200	1156	NW	411	N90S	152	149	128	4	1	MSP	DFW	852	9	15	0	0	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225	Dallas-Fort Worth International	Dallas-Fort Worth	TX	32.89595056	-97.0372
2002	5	12	7	926	927	1158	1156	NW	411	N8960E	152	149	136	2	-1	MSP	DFW	852	5	11	0	0	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225	Dallas-Fort Worth International	Dallas-Fort Worth	TX	32.89595056	-97.0372
2002	5	13	1	936	927	1203	1156	NW	411	N8933E	147	149	120	7	9	MSP	DFW	852	8	19	0	0	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225	Dallas-Fort Worth International	Dallas-Fort Worth	TX	32.89595056	-97.0372
2002	5	14	2	919	927	1137	1156	NW	411	N8945E	138	149	112	-19	-8	MSP	DFW	852	13	13	0	0	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225	Dallas-Fort Worth International	Dallas-Fort Worth	TX	32.89595056	-97.0372
2002	5	15	3	927	927	1152	1156	NW	411	N8978E	145	149	124	-4	0	MSP	DFW	852	4	17	0	0	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225	Dallas-Fort Worth International	Dallas-Fort Worth	TX	32.89595056	-97.0372
2002	5	16	4	921	927	1206	1156	NW	411	N8933E	165	149	129	10	-6	MSP	DFW	852	13	23	0	0	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225	Dallas-Fort Worth International	Dallas-Fort Worth	TX	32.89595056	-97.0372
2002	5	17	5	931	927	1210	1156	NW	411	N908H	159	149	131	14	4	MSP	DFW	852	8	20	0	0	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225	Dallas-Fort Worth International	Dallas-Fort Worth	TX	32.89595056	-97.0372
2002	5	19	7	928	927	1146	1156	NW	411	N608NW	138	149	103	-10	1	MSP	DFW	852	16	19	0	0	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225	Dallas-Fort Worth International	Dallas-Fort Worth	TX	32.89595056	-97.0372
2002	5	20	1	923	927	1134	1156	NW	411	N8986E	131	149	111	-22	-4	MSP	DFW	852	8	12	0	0	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225	Dallas-Fort Worth International	Dallas-Fort Worth	TX	32.89595056	-97.0372
2002	5	21	2	1037	927	1259	1156	NW	411	N617NW	142	149	113	63	70	MSP	DFW	852	11	18	0	0	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225	Dallas-Fort Worth International	Dallas-Fort Worth	TX	32.89595056	-97.0372
2002	5	22	3	921	927	1155	1156	NW	411	N8933E	154	149	122	-1	-6	MSP	DFW	852	15	17	0	0	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225	Dallas-Fort Worth International	Dallas-Fort Worth	TX	32.89595056	-97.0372
2002	5	23	4	933	927	1221	1156	NW	411	N959N	168	149	132	25	6	MSP	DFW	852	3	33	0	0	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225	Dallas-Fort Worth International	Dallas-Fort Worth	TX	32.89595056	-97.0372
2002	5	24	5	922	927	1150	1156	NW	411	N955N	148	149	128	-6	-5	MSP	DFW	852	5	15	0	0	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225	Dallas-Fort Worth International	Dallas-Fort Worth	TX	32.89595056	-97.0372
2002	5	26	7	926	927	1152	1156	NW	411	N8926E	146	149	127	-4	-1	MSP	DFW	852	6	13	0	0	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225	Dallas-Fort Worth International	Dallas-Fort Worth	TX	32.89595056	-97.0372
2002	5	27	1	921	927	1146	1156	NW	411	N8957E	145	149	122	-10	-6	MSP	DFW	852	6	17	0	0	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225	Dallas-Fort Worth International	Dallas-Fort Worth	TX	32.89595056	-97.0372
2002	5	28	2	919	927	1214	1156	NW	411	N941N	175	149	131	18	-8	MSP	DFW	852	11	33	0	0	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225	Dallas-Fort Worth International	Dallas-Fort Worth	TX	32.89595056	-97.0372
2002	5	29	3	929	927	1158	1156	NW	411	N953N	149	149	119	2	2	MSP	DFW	852	6	24	0	0	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225	Dallas-Fort Worth International	Dallas-Fort Worth	TX	32.89595056	-97.0372
2002	5	30	4	931	927	1149	1156	NW	411	N8929E	138	149	113	-7	4	MSP	DFW	852	6	19	0	0	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225	Dallas-Fort Worth International	Dallas-Fort Worth	TX	32.89595056	-97.0372
2002	5	31	5	922	927	1149	1156	NW	411	N605NW	147	149	114	-7	-5	MSP	DFW	852	9	24	0	0	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225	Dallas-Fort Worth International	Dallas-Fort Worth	TX	32.89595056	-97.0372
2002	5	1	3	655	705	727	742	NW	411	N8929E	32	37	18	-15	-10	RST	MSP	76	8	6	0	0	Rochester International	Rochester	MN	43.90882639	-92.49798722	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225
2002	5	2	4	658	705	733	742	NW	411	N925US	35	37	20	-9	-7	RST	MSP	76	9	6	0	0	Rochester International	Rochester	MN	43.90882639	-92.49798722	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225
2002	5	3	5	656	705	728	742	NW	411	N8925E	32	37	23	-14	-9	RST	MSP	76	3	6	0	0	Rochester International	Rochester	MN	43.90882639	-92.49798722	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225
2002	5	4	6	656	705	727	742	NW	411	N908H	31	37	22	-15	-9	RST	MSP	76	4	5	0	0	Rochester International	Rochester	MN	43.90882639	-92.49798722	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225
2002	5	5	7	651	705	733	742	NW	411	N8914E	42	37	20	-9	-14	RST	MSP	76	8	14	0	0	Rochester International	Rochester	MN	43.90882639	-92.49798722	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225
2002	5	6	1	714	705	750	742	NW	411	N8944E	36	37	24	8	9	RST	MSP	76	5	7	0	0	Rochester International	Rochester	MN	43.90882639	-92.49798722	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225
2002	5	7	2	700	705	737	742	NW	411	N8923E	37	37	26	-5	-5	RST	MSP	76	6	5	0	0	Rochester International	Rochester	MN	43.90882639	-92.49798722	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225
2002	5	8	3	652	705	730	742	NW	411	N612NW	38	37	28	-12	-13	RST	MSP	76	2	8	0	0	Rochester International	Rochester	MN	43.90882639	-92.49798722	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225
2002	5	9	4	659	705	748	742	NW	411	N960N	49	37	28	6	-6	RST	MSP	76	5	16	0	0	Rochester International	Rochester	MN	43.90882639	-92.49798722	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225
2002	5	10	5	704	705	736	742	NW	411	N957N	32	37	20	-6	-1	RST	MSP	76	4	8	0	0	Rochester International	Rochester	MN	43.90882639	-92.49798722	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225
2002	5	11	6	652	705	730	742	NW	411	N8950E	38	37	22	-12	-13	RST	MSP	76	9	7	0	0	Rochester International	Rochester	MN	43.90882639	-92.49798722	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225
2002	5	12	7	754	705	831	742	NW	411	N780NC	37	37	21	49	49	RST	MSP	76	3	13	0	0	Rochester International	Rochester	MN	43.90882639	-92.49798722	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225
2002	5	13	1	659	705	732	742	NW	411	N8933E	33	37	22	-10	-6	RST	MSP	76	4	7	0	0	Rochester International	Rochester	MN	43.90882639	-92.49798722	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225
2002	5	14	2	655	705	741	742	NW	411	N8945E	46	37	20	-1	-10	RST	MSP	76	5	21	0	0	Rochester International	Rochester	MN	43.90882639	-92.49798722	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225
2002	5	15	3	657	705	738	742	NW	411	N8960E	41	37	25	-4	-8	RST	MSP	76	6	10	0	0	Rochester International	Rochester	MN	43.90882639	-92.49798722	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225
2002	5	16	4	656	705	729	742	NW	411	N8933E	33	37	21	-13	-9	RST	MSP	76	6	6	0	0	Rochester International	Rochester	MN	43.90882639	-92.49798722	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225
2002	5	17	5	700	705	737	742	NW	411	N8929E	37	37	23	-5	-5	RST	MSP	76	7	7	0	0	Rochester International	Rochester	MN	43.90882639	-92.49798722	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225
2002	5	18	6	659	705	731	742	NW	411	N8925E	32	37	20	-11	-6	RST	MSP	76	5	7	0	0	Rochester International	Rochester	MN	43.90882639	-92.49798722	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225
2002	5	19	7	654	705	730	742	NW	411	N604NW	36	37	19	-12	-11	RST	MSP	76	9	8	0	0	Rochester International	Rochester	MN	43.90882639	-92.49798722	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225
2002	5	20	1	708	705	749	742	NW	411	N8960E	41	37	24	7	3	RST	MSP	76	6	11	0	0	Rochester International	Rochester	MN	43.90882639	-92.49798722	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225
2002	5	21	2	656	705	732	742	NW	411	N913RW	36	37	20	-10	-9	RST	MSP	76	9	7	0	0	Rochester International	Rochester	MN	43.90882639	-92.49798722	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225
2002	5	22	3	652	705	729	742	NW	411	N8933E	37	37	27	-13	-13	RST	MSP	76	2	8	0	0	Rochester International	Rochester	MN	43.90882639	-92.49798722	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225
2002	5	23	4	656	705	730	742	NW	411	N8944E	34	37	22	-12	-9	RST	MSP	76	6	6	0	0	Rochester International	Rochester	MN	43.90882639	-92.49798722	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225
2002	5	24	5	653	705	726	742	NW	411	N955N	33	37	21	-16	-12	RST	MSP	76	4	8	0	0	Rochester International	Rochester	MN	43.90882639	-92.49798722	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225
2002	5	25	6	657	705	738	742	NW	411	N8934E	41	37	28	-4	-8	RST	MSP	76	3	10	0	0	Rochester International	Rochester	MN	43.90882639	-92.49798722	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225
